"CERT","CHCLASS1","CITYST","COST","FAILDATE","FIN","ID","NAME","QBFASSET","QBFDEP","RESTYPE","RESTYPE1","SAVR"
"28634","SL","RANDALLSTOWN, MD","2","1/4/1991","7266","2981","ROYAL OAK FS & LA","27310","29154","FAILURE","PA","RTC"
"28767","SB","ATLANTA, GA","80646","1/4/1991","7373","2982","FULTON FEDERAL SAVINGS BANK","2016621","1380514","FAILURE","PA","RTC"
"29161","SL","PITTSBURGH, PA","96028","1/4/1991","7267","2983","FIRST FS & LA OF PITTSBURG","3089704","2343171","FAILURE","PA","RTC"
"29638","SL","SAN ANTONIO, TX","37685","1/4/1991","7262","2984","FIRST FEDERAL SAVINGS & LOAN","638622","472426","FAILURE","PA","RTC"
"30888","SL","NEWARK, NJ","7519","1/4/1991","7392","2985","TRIDENT FEDERAL S & L ASSOC.","47159","44159","FAILURE","PA","RTC"
"2545","N","HARTFORD, CT","151127","1/6/1991","4310","2986","THE CONNECTICUT BANK & TRUST CO","7210748","6860236","FAILURE","PA","BIF"
"2560","N","BOSTON, MA","572581","1/6/1991","4309","2987","BANK OF NEW ENGLAND, NATIONAL ASSOC","13428614","9406853","FAILURE","PA","BIF"
"4275","N","PORTLAND, ME","0","1/6/1991","4311","2988","MAINE NATIONAL BANK","1045658","944665","FAILURE","PA","BIF"
"26302","N","GLASTONBURY, CT","26647","1/11/1991","4312","2989","COMMUNITY NATIONAL BANK","85364","86936","FAILURE","PA","BIF"
"28292","SL","NEWPORT BEACH, CA","498684","1/11/1991","2188","2990","FAR WEST SAVINGS & LOAN","3714988","2981632","FAILURE","PI","RTC"
"31560","SL","HARTFORD, CT","3358","1/11/1991","2157","2991","CONNECTICUT SAVINGS AND LOAN","17375","13680","FAILURE","PA","RTC"
"32134","SL","COSTA MESA, CA","22127","1/11/1991","7366","2992","MALIBU SB","139117","122923","FAILURE","PA","RTC"
"30138","SL","PATERSON, NJ","25727","1/18/1991","2163","2993","IRVING SAVINGS & LOAN","222484","235827","FAILURE","PA","RTC"
"32332","SL","FOUNTAIN VALLEY, CA","110","1/18/1991","7358","2994","BEACH FEDERAL SAVINGS ASSOC.","81792","80703","FAILURE","PA","RTC"
"23221","N","RIO RANCHO, NM","10941","1/22/1991","4313","2995","AMERICAN BANK, NATIONAL ASSOCIATION","20712","23319","FAILURE","IDT","BIF"
"23461","N","FARMERS BRANCH, TX","15366","1/24/1991","4314","2996","METROPOLITAN NATIONAL BANK","97314","98491","FAILURE","PA","BIF"
"24568","NM","RICHMOND, CA","4323","1/25/1991","4315","2997","ALVARADO BANK","33480","32106","FAILURE","PA","BIF"
"30169","SL","CLIFTON, NJ","15290","1/25/1991","2106","2998","CENTER S & LA","132562","125372","FAILURE","PA","RTC"
"31062","SL","BEVERLY HILLS, CA","206275","1/25/1991","7439","2999","COLUMBIA SAVINGS & LOAN ASSN.","5358626","5645608","FAILURE","PO","RTC"
"31703","SB","TYSONS CORNER, VA","172842","1/25/1991","2195","3000","TRUSTBANK FSB","1823394","1509206","FAILURE","PI","RTC"
"32523","SL","CORAL SPRINGS, FL","4291","1/25/1991","7331","3001","CORAL S & LA","32197","31658","FAILURE","PA","RTC"
"16428","N","CHICAGO, IL","2626","1/29/1991","4316","3002","CITIZENS NATIONAL BANK AND TRUST","18776","19197","FAILURE","PA","BIF"
"20579","NM","AUSTIN, TX","35259","1/31/1991","4317","3003","BANK OF THE HILLS","255108","237750","FAILURE","PA","BIF"
"25815","N","ARANSAS COUNTY, TX","2997","1/31/1991","4318","3004","ROCKPORT BANK, NATIONAL ASSOCIATION","17796","18038","FAILURE","PA","BIF"
"11272","NM","NORWALK, CT","87535","2/1/1991","4319","3005","THE MERCHANTS BANK AND TRUST CO","269867","269021","FAILURE","PA","BIF"
"17721","SI","PORTLAND, ME","184197","2/1/1991","4320","3006","MAINE SAVINGS BANK","1182519","1191224","FAILURE","PA","BIF"
"29422","SL","TOLEDO, OH","38421","2/1/1991","2117","3007","FIRST FEDERAL SAVINGS OF TOLEDO","1022500","1016062","FAILURE","PA","RTC"
"31654","SB","RICHMOND, VA","210819","2/1/1991","2169","3008","COREAST FSB","1209981","993237","FAILURE","PI","RTC"
"31859","SL","JONESBOROUGH, TN","1301","2/1/1991","7343","3009","GEORGE WASHINGTON FSA","14586","13313","FAILURE","PA","RTC"
"17850","NM","LOCKHART, TX","2072","2/7/1991","4321","3010","LOCKHART STATE BANK","24316","24800","FAILURE","PA","BIF"
"22080","N","KAUFMAN, TX","3268","2/7/1991","4322","3011","FIRST NATIONAL BANK IN KAUFMAN","20351","20995","FAILURE","PA","BIF"
"28150","SL","WYCKOFF, NJ","37780","2/8/1991","7444","3012","FIRST JERSEY S & LA ASSOC.","287692","257442","FAILURE","PA","RTC"
"29585","SL","WAYNESBORO, TN","2119","2/8/1991","7383","3013","FIRST FSA OF WAYNESBORO","18165","18137","FAILURE","PA","RTC"
"29946","SL","BAY ST. LOUIS, MS","2091","2/8/1991","7399","3014","PEOPLES FEDERAL SAVINGS BANK","59686","53910","FAILURE","PA","RTC"
"31719","SL","SEATTLE, WA","3621","2/8/1991","7362","3015","FAMILY S & LA","99576","60452","FAILURE","PA","RTC"
"32114","SL","BEVERLY HILLS, CA","60093","2/8/1991","7380","3016","UNITY FS & LA","454475","444026","FAILURE","PA","RTC"
"5594","N","WORTHAM, TX","2111","2/14/1991","4324","3017","THE FIRST NATIONAL BANK OF WORTH","7282","7709","FAILURE","PA","BIF"
"16965","NM","KENNER, LA","11175","2/14/1991","4323","3018","MERCHANTS TRUST & SAVINGS BANK","43848","42729","FAILURE","PA","BIF"
"29370","SL","KEENE, NH","25824","2/20/1991","7385","3019","FIRST NORTHERN COOP","114564","87048","FAILURE","PA","RTC"
"21985","N","ALBUQUERQUE, NM","4690","2/21/1991","4325","3020","SOUTHWEST NATIONAL BANK","37236","36461","FAILURE","PA","BIF"
"27170","NM","NILES, OH","0","2/22/1991","4326","3021","THE MCKINLEY BANK","70565","65627","FAILURE","PA","BIF"
"29015","SB","HOLLYWOOD, FL","82556","2/22/1991","1298","3022","HOLLYWOOD FSB","1525465","1369899","FAILURE","PA","RTC"
"31206","SL","DALLAS, GA","4091","2/22/1991","2115","3023","FIRST FS & LA","37523","36235","FAILURE","PA","RTC"
"17806","N","COLLEGE STATION, TX","9815","2/28/1991","4327","3024","UNITED CITIZENS BANK, NATIONAL ASSOC","44906","47235","FAILURE","PA","BIF"
"29643","SL","NEW KENSINGTON, PA","2458","3/1/1991","7434","3025","PEOPLES FEDERAL S & L ASSOC.","107564","98599","FAILURE","PA","RTC"
"32235","SB","LAWRENCEVILLE, NJ","17600","3/1/1991","2102","3026","AMERIFIED SAVINGS BANK","110647","99469","FAILURE","PO","RTC"
"24588","NM","LOS ANGELES, CA","3927","3/8/1991","4330","3027","MANILABANK","20775","20349","FAILURE","PA","BIF"
"24831","SM","PALM CITY, FL","3560","3/8/1991","4329","3028","FIRST MARINE BANK OF FLORIDA","17165","16769","FAILURE","PA","BIF"
"25145","SM","PORT ST. LUCIE, FL","1896","3/8/1991","4328","3029","SEAFIRST BANK","11521","11861","FAILURE","PA","BIF"
"28827","SL","BIRMINGHAM, AL","17504","3/8/1991","2177","3030","JEFFERSON FEDERAL SA","666471","488725","FAILURE","PA","RTC"
"29019","SL","WEWOKA, OK","5239","3/8/1991","7384","3031","FIRST FSA OF WEWOKA","32917","27898","FAILURE","PA","RTC"
"29036","SB","BALDWIN, NY","19948","3/8/1991","2133","3032","BEACON FEDERAL SAVINGS","405964","388612","FAILURE","PA","RTC"
"30139","SL","PATERSON, NJ","4014","3/8/1991","7437","3033","ALEXANDER HAMILTON","210702","212882","FAILURE","PA","RTC"
"30960","SB","HURON, SD","526","3/8/1991","7443","3034","FIRST FSB","51933","49950","FAILURE","PA","RTC"
"31454","SL","FORT PIERCE, FL","36864","3/8/1991","2108","3035","FIRST CITIZENS SLA","200485","199317","FAILURE","PA","RTC"
"32340","SL","HIGH POINT, NC","19170","3/8/1991","2122","3036","PREFFERED SAVINGS AND LOAN","224456","174847","FAILURE","PA","RTC"
"18844","NM","VICTORIA, TX","3957","3/14/1991","4331","3037","CROSSROADS BANK","22416","22694","FAILURE","PA","BIF"
"26557","SI","BROOKLINE, MA","12127","3/14/1991","4332","3038","COOLIDGE CORNER CO-OPERATIVE BANK","83699","83843","FAILURE","PA","BIF"
"27003","NM","BOSTON, MA","15168","3/15/1991","4333","3039","THE BLACKSTONE BANK AND TRUST CO","49258","48356","FAILURE","IDT","BIF"
"28683","SB","MIAMI, FL","557515","3/15/1991","2184","3040","AMERIFIRST FEDERAL SAVINGS","3575040","2872239","FAILURE","PA","RTC"
"28791","SL","UPPER DARBY, PA","197296","3/15/1991","2186","3041","BELL FEDERAL SAVINGS","850573","733980","FAILURE","PA","RTC"
"29083","SL","KANSAS CITY, MO","307557","3/15/1991","2202","3042","HOME SAVINGS ASSOCIATION","2944195","2623786","FAILURE","PI","RTC"
"29716","SL","ARCANUM, OH","2919","3/15/1991","2103","3043","ARCANIUM FSA","45361","46771","FAILURE","PA","RTC"
"32514","SL","PALM HARBOR, FL","3389","3/15/1991","7449","3044","SOVEREIGN SB","38909","33828","FAILURE","PA","RTC"
"10331","NM","WILLIS, TX","5701","3/21/1991","4334","3045","CITADEL BANK","21874","21643","FAILURE","PA","BIF"
"11185","NM","SABINAL, TX","3673","3/21/1991","4335","3046","SABINAL BANK","24822","24395","FAILURE","PO","BIF"
"28512","SL","JACKSON HEIGHTS, NY","166282","3/22/1991","2206","3047","STATE SAVINGS","445379","393817","FAILURE","PA","RTC"
"28605","SL","CHICKASHA, OK","4311","3/22/1991","2160","3048","FIRST FSA OF CHICKASHA","161381","153087","FAILURE","PA","RTC"
"29287","SB","DES MOINES, IA","50214","3/22/1991","1289","3049","UNITED FSA OF IOWA","895845","715825","FAILURE","PA","RTC"
"30940","SB","SWAINSBORO, GA","46343","3/22/1991","2207","3050","THE FEDERAL SB, FSB","150907","131244","FAILURE","PA","RTC"
"31648","SL","ADA, OK","44585","3/22/1991","2146","3051","AMERICAN FEDERAL BANK","110234","90436","FAILURE","PA","RTC"
"32175","SB","BORGER, TX","6158","3/22/1991","7403","3052","CITIZENS SECURITY BANK","34089","28176","FAILURE","PA","RTC"
"32563","SB","ROCKVILLE, MD","8380","3/22/1991","2165","3053","REPUBLIC SB, FSB","26394","26499","FAILURE","PA","RTC"
"32095","SB","SANTA BARBARA, CA","103369","3/27/1991","2197","3054","COUNTY BANK, FSB","1172063","961737","FAILURE","PA","RTC"
"25817","NM","HARTFORD, CT","53299","3/28/1991","4336","3055","THE LANDMARK BANK","227859","219851","FAILURE","PA","BIF"
"22487","NM","CLAREMONT, NH","40626","3/29/1991","4337","3056","CITY BANK AND TRUST","116044","119406","FAILURE","PA","BIF"
"24043","N","LIMON, CO","3011","3/29/1991","4338","3057","CITIZENS NATIONAL BANK","11414","11251","FAILURE","IDT","BIF"
"11576","NM","WEIMAR, TX","2212","4/4/1991","4339","3058","FIRST STATE BANK","26023","26208","FAILURE","PA","BIF"
"19612","SM","GRAFTON, WV","3752","4/5/1991","4340","3059","THE BLUEVILLE BANK OF GRAFTON","48118","46936","FAILURE","PA","BIF"
"28347","SL","HAMILTON, OH","1172","4/5/1991","2140","3060","COLUMBIA FSA OF HAMILTON","61327","51742","FAILURE","PA","RTC"
"29417","SL","SANFORD, FL","17734","4/5/1991","2210","3061","FIRST FS & LA OF SEMINOLE CO.","185267","160429","FAILURE","PA","RTC"
"30361","SL","ZION, IL","6158","4/5/1991","2144","3062","FIRST SAVINGS OF ZION","63207","60613","FAILURE","PA","RTC"
"31270","SB","ASHBURN, GA","2746","4/5/1991","2200","3063","FIRST FEDERAL SB, FSB","30156","30573","FAILURE","PA","RTC"
"18723","NM","SHREVEPORT, LA","10525","4/11/1991","4341","3064","AMERICAN BANK & TRUST COMPANY","60928","60439","FAILURE","PA","BIF"
"23487","NM","TUCSON, AZ","7329","4/12/1991","4343","3065","ARIZONA COMMERCE BANK","80832","79757","FAILURE","PA","BIF"
"27315","NM","HAMDEN, CT","29581","4/12/1991","4342","3066","WHITNEY BANK AND TRUST","40601","49222","FAILURE","IDT","BIF"
"32054","SL","WATERBURY, CT","49989","4/12/1991","2192","3067","SECURITY SAVINGS & LOAN","143194","129364","FAILURE","PA","RTC"
"25120","N","SHERMAN, TX","2728","4/18/1991","4344","3068","COMMUNITY NATIONAL BANK","19048","18929","FAILURE","PA","BIF"
"29844","SL","WEST PATERSON, NJ","94773","4/19/1991","1268","3069","PROSPECT PARK, FSB","511522","474313","FAILURE","PA","RTC"
"30392","SB","NASHVILLE, TN","112220","4/19/1991","2203","3070","METROPOLITAN FS & LA","985057","811836","FAILURE","PA","RTC"
"31914","SL","SOUTHAVEN, MS","9121","4/19/1991","2139","3071","MERCANTILE SAVINGS BANK","33779","33995","FAILURE","PA","RTC"
"32596","SL","MUSKOGEE, OK","0","4/19/1991","1219","3072","CIMARRON FEDERAL SAVINGS","781965","713933","FAILURE","PA","RTC"
"32603","SL","KINGFISHER, OK","-386","4/19/1991","2187","3073","CHISHOLM FS & LA","154401","147099","FAILURE","PA","RTC"
"23217","SM","JEFFERSON COUNTY, CO","2002","4/26/1991","4345","3074","COLUMBINE VALLEY BANK AND TRUST","9458","9213","FAILURE","PA","BIF"
"29588","SL","ALGONA, IA","4","4/26/1991","2154","3075","HOME FS & LA, FA","134307","116937","FAILURE","PA","RTC"
"29819","SB","BALTIMORE, MD","5595","4/26/1991","2185","3076","AUGUSTA FSA","151333","132558","FAILURE","PI","RTC"
"32202","SB","MARINA DEL REY, CA","6324","4/26/1991","2167","3077","EXECUTIVE SB, FSB","58634","55501","FAILURE","PA","RTC"
"32380","SB","BELTSVILLE, MD","147716","4/26/1991","1286","3078","JOHN HANSON FSB","840701","658563","FAILURE","PA","RTC"
"32598","SB","IRVING, TX","3","4/26/1991","1212","3079","SUNBELT SAVINGS","6038921","4265330","FAILURE","PA","RTC"
"32605","SL","LAWTON, OK","-442","4/26/1991","2205","3080","RED RIVER FS & LA","422245","378312","FAILURE","PA","RTC"
"26791","NM","BOSTON, MA","127300","5/3/1991","4347","3081","BOSTON TRADE BANK","307033","301548","FAILURE","IDT","BIF"
"28975","SL","PITTSBURG, KS","5","5/3/1991","2143","3082","FIRST FS & LA OF PITTSBURG","290886","143505","FAILURE","PA","RTC"
"30370","SB","CHICAGO, IL","1319","5/3/1991","2153","3083","CENTURY FEDERAL SAVINGS","25857","24375","FAILURE","PA","RTC"
"30413","SB","NORFOLK, VA","12306","5/3/1991","2193","3084","SENTRY FSA","50295","47246","FAILURE","PO","RTC"
"30686","SL","MARIETTA, OH","3322","5/3/1991","2155","3085","LIBERTY SB, FSB","17787","17762","FAILURE","PA","RTC"
"31179","SL","FAIRFIELD, NJ","3585","5/3/1991","2190","3086","NEWTON SAVINGS BANK, FSA","40854","38447","FAILURE","PA","RTC"
"32412","SL","ALBUQUERQUE, NM","29423","5/3/1991","2181","3087","SECURITY FS & LA OF ALBUQUERQUE","261711","193444","FAILURE","PI","RTC"
"3397","N","POTH, TX","1450","5/9/1991","4350","3088","THE FIRST NATIONAL BANK OF POTH","18673","18545","FAILURE","PA","BIF"
"8441","NM","CHIRENO, TX","1467","5/9/1991","4346","3089","CHIRENO STATE BANK","12397","12345","FAILURE","PA","BIF"
"18709","NM","TEMPLE, TX","10724","5/9/1991","4349","3090","TEXAS BANK AND TRUST OF TEMPLE","45228","44972","FAILURE","PA","BIF"
"25736","N","JERSEY VILLAGE, TX","8505","5/9/1991","4348","3091","VILLAGE GREEN NATIONAL BANK","29452","27110","FAILURE","IDT","BIF"
"18960","N","WASHINGTON, DC","77772","5/10/1991","4352","3092","MADISON NATIONAL BANK","473781","404200","FAILURE","PA","BIF"
"20210","N","MCLEAN, VA","18207","5/10/1991","4353","3093","MADISON NATIONAL BANK OF VIRGINIA","174187","159413","FAILURE","PA","BIF"
"27418","SM","BALTIMORE, MD","968","5/10/1991","4351","3094","THE WASHINGTON BANK (OF MARYLAND)","38974","39003","FAILURE","IDT","BIF"
"28265","SL","FARGO, ND","3040","5/10/1991","2142","3095","FIRST FS & LA OF FARGO","50013","51170","FAILURE","PA","RTC"
"28523","SB","CHICAGO, IL","0","5/10/1991","7289","3096","CAPITOL FEDERAL BANK FOR SAVINGS","39274","33403","FAILURE","PA","RTC"
"28885","SL","CRESTON, IA","1751","5/10/1991","2141","3097","FIRST FS & LA OF CRESTON","67326","67915","FAILURE","PA","RTC"
"30782","SB","NEWTON, KS","1477","5/10/1991","2138","3098","FIRST FSA OF NEWTON","125607","105802","FAILURE","PA","RTC"
"31552","SL","ABBEVILLE, LA","323","5/10/1991","2145","3099","VERMILION FSB","17825","17570","FAILURE","PA","RTC"
"32100","SB","WARNER ROBINS, GA","9770","5/10/1991","2176","3100","GUARANTY FSA","25648","23606","FAILURE","PA","RTC"
"32537","SL","CRANSTON, RI","28617","5/10/1991","2173","3101","COLONIAL FSB","60629","62304","FAILURE","PO","RTC"
"19935","NM","DALLAS, TX","25404","5/16/1991","4355","3102","CAPITAL BANK","111610","104756","FAILURE","PA","BIF"
"27131","N","CEDAR HILL, TX","2553","5/16/1991","4354","3103","FIRST NATIONAL BANK OF CEDAR HILL","10959","11132","FAILURE","PA","BIF"
"15404","N","CHICAGO, IL","14870","5/17/1991","4357","3104","THE COSMOPOLITAN NATIONAL BANK OF CHICAGO","110088","108468","FAILURE","PA","BIF"
"22504","NM","NEW ORLEANS, LA","10404","5/17/1991","4356","3105","FIRST CITY BANK","56068","56509","FAILURE","PA","BIF"
"29002","SB","MOBILE, AL","71167","5/17/1991","1280","3106","ALTUS FSB","1970413","1154520","FAILURE","PA","RTC"
"29795","SB","LUDINGTON, MI","807","5/17/1991","2161","3107","LUDINGTON FSB","34190","33661","FAILURE","PA","RTC"
"6499","N","TOMS RIVER, NJ","115612","5/22/1991","4358","3108","THE FIRST NATIONAL BANK OF TOMS RIVER","1417531","1380815","FAILURE","PA","BIF"
"16544","N","LOVINGTON, NM","3917","5/23/1991","4359","3109","LIBERTY NATIONAL BANK","51370","51562","FAILURE","PA","BIF"
"29202","SB","PORTLAND, OR","313560","5/23/1991","1263","3110","FAR WEST FSB","2070002","1286017","FAILURE","PA","RTC"
"20753","NM","HOLIDAY, FL","16482","5/24/1991","4360","3111","FLORIDA STATE BANK","87374","81640","FAILURE","PA","BIF"
"27380","SM","ROANOKE, VA","4460","5/24/1991","4361","3112","FIRST SECURITY BANK","15885","15027","FAILURE","IDT","BIF"
"31436","SL","PASADENA, CA","41659","5/24/1991","2180","3113","PROGRESSIVE SAVINGS BANK","388336","373666","FAILURE","PA","RTC"
"10544","N","NEWTON, MA","104173","5/31/1991","4362","3114","UNIVERSITY BANK, NATIONAL ASSOCIATION","318836","295818","FAILURE","IDT","BIF"
"15963","SI","BUFFALO, NY","779432","5/31/1991","4363","3115","GOLDOME","9890866","6525085","FAILURE","PA","BIF"
"28019","SL","STATEN ISLAND, NY","9850","5/31/1991","2209","3116","WESTERLEIGH SAVINGS","147849","145160","FAILURE","PA","RTC"
"31168","SL","ST. PETERSBURG, FL","96925","5/31/1991","1264","3117","GOLDOME FSB","1476880","1320508","FAILURE","PA","RTC"
"31274","SB","SMYRNA, GA","10986","5/31/1991","2208","3118","UNITED FS & LA","119333","106033","FAILURE","PA","RTC"
"31363","SL","COMPTON, CA","88","5/31/1991","1217","3119","ENTERPRISE S&LA","13508","13115","FAILURE","PA","RTC"
"32126","SB","CALDWELL, TX","7388","5/31/1991","2166","3120","BURLESON COUNTY SAVINGS ASSOC.","31475","31986","FAILURE","PA","RTC"
"32592","SB","EL PASO, TX","-4386","5/31/1991","1206","3121","MERABANK TEXAS","1157911","744873","FAILURE","PI","RTC"
"25142","N","SAN ANTONIO, TX","789","6/6/1991","4364","3122","NORTHWEST BANK, NATIONAL ASSOCIATION","7204","7215","FAILURE","PA","BIF"
"28161","SL","NEW ORLEANS, LA","15075","6/7/1991","1301","3123","DRYADES S & LA","262265","259731","FAILURE","PA","RTC"
"90310","SI","WOBURN, MA","35933","6/7/1991","4365","3124","WOBURN FIVE CENTS SAVINGS BANK","247219","239998","FAILURE","PA","BIF"
"17681","NM","HORTON, KS","4250","6/13/1991","4366","3125","THE BANK OF HORTON","167298","170540","FAILURE","PA","BIF"
"19012","N","AMARILLO, TX","11845","6/13/1991","4367","3126","TASCOSA NATIONAL BANK OF AMARILLO","73908","75195","FAILURE","PA","BIF"
"23039","NM","HEWITT, TX","3959","6/13/1991","4368","3127","PEOPLES BANK","17273","16674","FAILURE","PA","BIF"
"27274","N","VICTORIA, TX","1245","6/13/1991","4369","3128","TEXAS PREMIER BANK OF VICTORIA, NATIONAL A","15449","15278","FAILURE","PA","BIF"
"30538","SL","SPRINGFIELD, PA","-551","6/14/1991","2194","3129","SPRINGFIELD FSLA","97522","95318","FAILURE","PA","RTC"
"31276","SB","LOWELL, IN","1366","6/14/1991","2159","3130","FIRST COMMERCE SB, FSB","10886","10520","FAILURE","PA","RTC"
"26659","SI","BOSTON, MA","2887","6/21/1991","4370","3131","BEACON CO-OPERATIVE BANK","31806","30538","FAILURE","PA","BIF"
"32179","SL","HUNTINGTON BEACH, CA","150166","6/21/1991","1296","3132","GUARDIAN FSA","682096","654275","FAILURE","PA","RTC"
"17795","SI","BOSTON, MA","169857","6/28/1991","4371","3133","FIRST MUTUAL BANK FOR SAVINGS","1129946","1081228","FAILURE","PA","BIF"
"28786","SL","JONESBORO, AR","16282","6/28/1991","2182","3134","UNITED FS & LA","142465","136677","FAILURE","PA","RTC"
"30758","SB","PALISADES PARK, NJ","145771","6/28/1991","1211","3135","METROBANK FS & LA","474327","350087","FAILURE","PA","RTC"
"32566","SL","MORGANTON, NC","1830","7/9/1991","1231","3136","SURETY FS & LA","224820","163447","FAILURE","PA","RTC"
"23882","N","DRIPPING SPRINGS, TX","3682","7/12/1991","4372","3137","DRIPPING SPRINGS NATIONAL BANK","20177","20527","FAILURE","PA","BIF"
"25592","NM","SAN DIEGO, CA","2208","7/12/1991","4373","3138","LANDMARK THRIFT AND LOAN ASSOCIATION","16638","15835","FAILURE","PO","BIF"
"27825","SL","DANBURY, CT","24663","7/12/1991","2174","3139","DANBURRY SAVINGS & LOAN","270228","184143","FAILURE","PA","RTC"
"29295","SB","BARRON, WI","1906","7/12/1991","2178","3140","MONYCOR SAVINGS BANK","151736","137588","FAILURE","PA","RTC"
"31800","SL","SAN MATEO, CA","8346","7/12/1991","1272","3141","PAN AMERICAN FSB","287190","250176","FAILURE","PA","RTC"
"32223","SL","AUSTIN, TX","4995","7/12/1991","2158","3142","FIDELITY FS & LA","67044","56885","FAILURE","PO","RTC"
"20960","NM","METAIRIE, LA","29418","7/19/1991","4378","3143","PONTCHARTRAIN STATE BANK","139958","142089","FAILURE","PA","BIF"
"26331","NM","ELMWOOD PARK, NJ","16016","7/19/1991","4377","3144","COMMUNITY GUARDIAN BANK","55327","55038","FAILURE","PA","BIF"
"30010","SL","CLINTON, OK","2434","7/19/1991","7360","3145","CLINTON S & LA","22220","21565","FAILURE","PA","RTC"
"30545","SL","WESTMONT, IL","1","7/19/1991","2150","3146","COOPERATIVE FSB","74903","46985","FAILURE","PA","RTC"
"32494","SL","HIALEAH, FL","28173","7/19/1991","2168","3147","NEW METROPOLITAN FSB","18440","43214","FAILURE","PA","RTC"
"3283","NM","KERENS, TX","5128","7/25/1991","4379","3148","THE KERENS BANK","19538","19848","FAILURE","PA","BIF"
"22325","NM","ANSONIA, CT","13403","7/26/1991","4381","3149","THE HOUSATONIC BANK & TRUST CO","69070","64075","FAILURE","PA","BIF"
"27157","N","HILLSBOROUGH TWNS, NJ","27794","7/26/1991","4380","3150","SUBURBAN NATIONAL BANK","91091","91287","FAILURE","PA","BIF"
"29498","SL","RAWLINS, WY","2695","7/26/1991","7381","3151","WESTLAND FS & LA","31809","31705","FAILURE","PA","RTC"
"32301","SL","SAN FRANCISCO, CA","34963","7/26/1991","1209","3152","ATLANTIC FINANCIAL FSB","448913","413500","FAILURE","PA","RTC"
"27618","SB","COLUMBIA, SC","2702","8/2/1991","1238","3153","STANDARD FS & LA","319651","280738","FAILURE","PA","RTC"
"32438","SB","BOYNTON BEACH, FL","16190","8/2/1991","1292","3154","CORAL COAST FSB","61158","60341","FAILURE","PA","RTC"
"2531","NM","BRIDGEPORT, CT","511098","8/9/1991","4382","3155","CITYTRUST","1918530","1807942","FAILURE","PA","BIF"
"18256","SB","BRIDGEPORT, CT","324571","8/9/1991","4383","3156","MECHANICS AND FARMERS SAVINGS BANK","1083920","903692","FAILURE","PA","BIF"
"21605","NM","WEST PALM BEACH, FL","12617","8/9/1991","4384","3157","SOUTHCOAST BANK CORPORATION","26094","26674","FAILURE","PO","BIF"
"22908","NM","HYPOLUXO, FL","30995","8/9/1991","4385","3158","BANK OF SOUTH PALM BEACHES","61282","63475","FAILURE","PA","BIF"
"28041","SB","SAN DIEGO, CA","995496","8/9/1991","1279","3159","GREAT AMERICAN FSA","9523603","7230789","FAILURE","PA","RTC"
"28587","SL","LARCHMONT, NY","6","8/9/1991","7398","3160","LARCHMONT FS & LA","123777","123595","FAILURE","PA","RTC"
"29041","SL","THIEF RIVER FALLS, MN","2620","8/9/1991","7396","3161","FIRST FS & LA OF THIEF RIVER FALLS","54605","55516","FAILURE","PA","RTC"
"22016","N","FAYETTEVILLE, AR","936","8/16/1991","4387","3162","NORTHWEST NATIONAL BANK","29438","30190","FAILURE","PA","BIF"
"27463","N","ENFIELD, CT","4529","8/16/1991","4386","3163","ENFIELD NATIONAL BANK","18966","19759","FAILURE","IDT","BIF"
"32249","SB","TUCSON, AZ","11229","8/16/1991","1210","3164","FIRST AMERICAN FSB","144988","130273","FAILURE","IDT","RTC"
"32252","SL","ARLINGTON, TX","4682","8/16/1991","2164","3165","CENTRE SA, FA","15233","15618","FAILURE","PA","RTC"
"14421","NM","CUERO, TX","1255","8/22/1991","4389","3166","BUCHEL BANK & TRUST CO.","25026","24778","FAILURE","PA","BIF"
"15379","NM","MEXIA, TX","3734","8/22/1991","4388","3167","FIRST MEXIA BANK","22479","22432","FAILURE","PA","BIF"
"27657","SL","ST. LOUIS, MO","1896","8/23/1991","2183","3168","NEW AGE FSA","9238","9585","FAILURE","PA","RTC"
"27693","SB","SPRINGFIELD, OH","22550","8/23/1991","7415","3169","MERCHANTS & MECHANICS FSB","209860","206081","FAILURE","PA","RTC"
"27842","SL","MT. VERNON, OH","4","8/23/1991","7412","3170","FIRST FS & LA","73142","74359","FAILURE","PA","RTC"
"5519","N","SAN SABA, TX","1058","8/29/1991","4390","3171","THE SAN SABA NATIONAL BANK","15607","15492","FAILURE","PA","BIF"
"14804","N","BLACKWELL, OK","1088","8/29/1991","4391","3172","FIRST NATIONAL BANK AND TRUST CO","33498","33799","FAILURE","PA","BIF"
"26273","N","HILTON HEAD ISLAND, SC","20857","8/30/1991","4394","3173","HILTON HEAD BANK & TRUST COMPANY","64629","63039","FAILURE","PA","BIF"
"26792","NM","MILFORD, NH","23907","8/30/1991","4392","3174","HILLSBOROUGH BANK AND TRUST CO","49895","59467","FAILURE","PA","BIF"
"27862","SB","LOUISVILLE, KY","29147","8/30/1991","7422","3175","FUTURE FEDERAL SAVINGS BANK","422336","408926","FAILURE","PA","RTC"
"30961","SB","PRESTONSBURG, KY","0","8/30/1991","2148","3176","UNITED FSB","39869","39317","FAILURE","PA","RTC"
"31588","SL","MIDDLETOWN, PA","17492","8/30/1991","1261","3177","HOMESTEAD FSA","223248","180986","FAILURE","PA","RTC"
"90228","SI","LOWELL, MA","122009","8/30/1991","4393","3178","LOWELL INSTITUTION FOR SAVINGS","386363","318149","FAILURE","PA","BIF"
